평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),오 존,이산화질소,일산화탄소,아황산가스
-0.9,4.4,-4.5,31.5,0.0,2.3,5.2,290.0,0.016,0.032,0.5,0.006
1.3,5.4,-3.9,59.0,0.4,2.2,5.2,250.0,0.015,0.035,0.5,0.006
4.2,8.6,-0.3,81.1,3.7,1.9,5.0,250.0,0.017,0.032,0.7,0.006
2.4,7.2,-1.1,49.4,0.0,2.1,3.9,340.0,0.015,0.033,0.6,0.005
1.9,7.9,-1.6,40.6,0.0,1.7,3.8,290.0,0.011,0.042,0.6,0.006
3.1,10.4,-3.2,43.1,0.0,1.4,3.6,290.0,0.007,0.061,0.7,0.008
4.2,6.9,0.6,48.8,0.0,0.9,1.8,290.0,0.002,0.077,1.0,0.01
4.6,7.8,1.8,73.3,25.0,2.0,3.7,110.0,0.009,0.041,0.6,0.006
-0.2,3.0,-4.3,61.9,0.5,3.8,6.9,290.0,0.023,0.019,0.5,0.005
-0.7,5.4,-6.7,34.0,0.0,1.5,3.3,290.0,0.014,0.04,0.5,0.006
7.9,16.2,-0.1,38.1,0.0,1.5,3.9,290.0,0.009,0.05,0.6,0.007
9.8,11.9,7.6,89.1,11.5,1.2,3.5,50.0,0.006,0.04,0.6,0.006
5.5,11.4,1.3,67.5,3.5,2.0,3.5,360.0,0.022,0.017,0.3,0.005
4.5,10.9,-1.1,46.8,0.0,1.6,3.7,290.0,0.014,0.034,0.4,0.005
6.4,10.7,2.2,54.0,0.5,1.8,3.2,160.0,0.016,0.027,0.3,0.005
4.6,9.7,2.7,76.0,4.0,1.9,4.5,320.0,0.016,0.027,0.5,0.005
4.5,9.6,1.4,63.3,0.0,1.5,4.2,270.0,0.011,0.04,0.6,0.005
4.6,9.7,0.7,65.8,0.0,2.0,5.9,290.0,0.016,0.035,0.5,0.006
6.4,12.2,2.7,51.3,0.0,2.0,4.2,290.0,0.021,0.03,0.4,0.006
8.0,15.5,2.2,45.8,0.0,1.4,4.2,290.0,0.014,0.055,0.7,0.007
12.4,18.8,5.2,60.5,0.0,1.8,4.3,250.0,0.016,0.042,0.6,0.007
17.0,22.1,13.6,58.8,0.0,2.3,5.0,250.0,0.018,0.027,0.3,0.006
12.4,16.6,8.4,92.1,27.0,2.1,4.8,340.0,0.01,0.03,0.4,0.005
7.1,12.2,3.6,46.9,0.0,1.9,3.1,90.0,0.017,0.034,0.3,0.005
6.6,14.0,0.5,48.0,0.0,1.5,3.8,270.0,0.012,0.043,0.4,0.005
8.2,12.5,5.4,55.9,0.5,1.2,2.9,270.0,0.008,0.063,0.6,0.007
8.0,10.4,6.2,64.5,1.0,2.5,4.2,90.0,0.019,0.028,0.4,0.005
4.7,9.1,1.6,39.9,0.0,3.4,4.8,90.0,0.025,0.019,0.3,0.004
2.1,5.3,1.1,64.1,1.0,1.7,3.3,110.0,0.022,0.025,0.3,0.005
4.9,11.6,0.6,61.5,0.0,2.2,5.0,290.0,0.012,0.036,0.4,0.005
6.1,12.5,1.8,55.3,0.0,2.0,4.2,290.0,0.021,0.056,0.6,0.007
7.6,13.1,4.0,61.9,0.0,2.1,4.4,290.0,0.024,0.05,0.7,0.008
9.6,16.9,4.6,65.6,0.0,1.7,3.5,270.0,0.027,0.036,0.7,0.006
11.0,18.1,5.3,64.5,0.0,1.9,4.4,290.0,0.018,0.057,0.8,0.007
13.3,20.0,7.7,61.1,0.0,1.6,3.9,250.0,0.02,0.06,0.7,0.008
14.0,19.0,9.4,66.4,0.0,2.2,4.8,230.0,0.022,0.04,0.5,0.007
15.4,21.1,11.8,66.3,0.0,1.6,4.0,270.0,0.017,0.047,0.5,0.007
14.8,21.9,9.8,55.6,0.0,1.7,3.8,270.0,0.02,0.046,0.5,0.006
14.0,20.1,9.3,52.9,0.0,1.9,4.5,200.0,0.025,0.041,0.5,0.007
15.6,18.5,11.7,68.8,0.0,1.5,3.5,200.0,0.021,0.036,0.5,0.007
18.4,23.7,14.9,64.0,0.0,1.9,4.5,290.0,0.022,0.033,0.4,0.008
17.8,21.2,14.9,72.9,0.1,2.1,4.4,290.0,0.015,0.038,0.4,0.008
13.4,18.2,9.5,67.0,18.5,1.9,5.1,290.0,0.018,0.028,0.3,0.006
7.6,9.5,6.7,90.6,10.5,2.0,3.5,90.0,0.012,0.034,0.4,0.005
5.8,8.6,3.0,71.6,6.5,3.1,5.7,290.0,0.019,0.023,0.4,0.004
4.2,8.6,1.4,45.5,0.2,4.1,6.0,320.0,0.026,0.015,0.3,0.004
3.9,7.9,0.6,59.6,3.0,1.8,3.6,230.0,0.023,0.021,0.3,0.005
7.9,15.4,0.1,57.9,0.0,1.1,2.9,200.0,0.009,0.045,0.5,0.005
15.1,21.9,6.9,51.0,5.0,3.5,8.8,200.0,0.02,0.03,0.4,0.005
12.6,17.3,8.7,49.4,0.0,3.0,6.1,290.0,0.024,0.026,0.4,0.005
13.3,19.6,6.8,30.5,0.0,2.6,6.2,320.0,0.022,0.032,0.4,0.005
14.6,19.3,8.3,22.9,0.0,1.3,3.7,140.0,0.017,0.04,0.4,0.005
9.0,14.8,7.5,78.8,9.0,1.8,4.1,270.0,0.021,0.025,0.3,0.004
9.5,14.2,5.6,65.5,0.0,2.4,4.9,270.0,0.023,0.019,0.4,0.005
11.6,18.8,4.9,41.9,0.0,1.6,4.7,270.0,0.019,0.034,0.4,0.005
12.9,20.1,6.8,37.9,0.0,1.9,5.5,270.0,0.018,0.048,0.5,0.006
12.4,19.3,6.2,35.4,0.0,1.9,3.9,290.0,0.022,0.05,0.5,0.006
14.0,20.5,7.4,38.8,0.0,1.9,5.1,290.0,0.025,0.054,0.6,0.007
18.4,26.3,11.0,46.0,0.0,1.3,3.6,290.0,0.023,0.069,0.7,0.007
18.7,25.6,12.3,32.0,0.0,1.9,4.6,290.0,0.018,0.057,0.6,0.006
15.5,21.0,10.7,57.4,15.5,1.1,2.9,180.0,0.019,0.03,0.4,0.004
9.3,10.7,8.4,93.9,59.0,2.2,3.0,110.0,0.023,0.022,0.3,0.004
12.1,16.1,8.9,63.3,3.0,1.4,2.8,50.0,0.024,0.021,0.3,0.004
14.6,23.3,5.7,37.8,0.0,1.5,4.4,290.0,0.016,0.044,0.5,0.005
14.9,22.1,10.0,51.9,0.0,2.1,5.1,290.0,0.021,0.041,0.5,0.005
15.7,23.3,9.7,52.9,0.0,1.7,3.8,290.0,0.026,0.039,0.5,0.006
15.4,21.7,10.5,49.0,0.0,2.0,4.8,270.0,0.024,0.037,0.5,0.006
16.2,22.9,9.4,43.1,0.0,1.9,4.3,290.0,0.031,0.035,0.5,0.006
19.2,25.0,14.1,61.6,0.0,1.6,3.6,270.0,0.033,0.032,0.6,0.006
20.4,23.3,17.8,72.8,0.0,1.5,4.0,340.0,0.026,0.024,0.5,0.004
15.1,19.7,8.7,90.4,12.0,1.9,5.2,290.0,0.015,0.028,0.5,0.004
11.2,14.7,6.9,62.4,1.0,2.7,5.3,270.0,0.025,0.021,0.4,0.004
14.1,20.0,8.8,45.5,0.0,2.7,5.9,270.0,0.033,0.022,0.4,0.005
18.3,24.6,11.6,46.8,0.0,2.6,4.8,200.0,0.04,0.018,0.4,0.006
16.6,20.7,15.0,86.4,22.0,1.1,3.9,230.0,0.028,0.017,0.3,0.004
19.2,25.5,14.0,60.3,0.0,1.2,3.7,290.0,0.021,0.028,0.4,0.005
17.5,22.9,11.6,50.9,0.0,1.7,2.7,70.0,0.026,0.018,0.3,0.004
15.7,21.8,9.2,50.4,0.0,1.7,3.6,290.0,0.026,0.022,0.3,0.004
15.4,21.4,11.3,67.4,0.0,2.3,5.4,290.0,0.024,0.034,0.4,0.005
16.1,21.3,11.9,59.8,0.0,1.8,3.5,290.0,0.028,0.035,0.5,0.005
14.2,16.1,11.8,89.3,32.0,0.9,2.9,270.0,0.01,0.046,0.5,0.005
15.8,20.0,12.7,82.5,0.5,1.9,3.9,270.0,0.02,0.02,0.4,0.004
18.2,24.5,11.9,71.4,0.0,1.4,3.4,270.0,0.022,0.035,0.6,0.005
23.2,29.3,15.4,56.4,0.0,1.1,3.4,200.0,0.024,0.043,0.7,0.005
22.3,24.4,21.8,93.8,45.0,1.9,6.1,200.0,0.005,0.029,0.5,0.004
20.9,23.5,18.8,97.0,83.0,1.4,8.0,290.0,0.006,0.028,0.4,0.005
16.3,19.3,12.2,86.8,6.5,1.3,2.7,20.0,0.009,0.02,0.4,0.004
17.6,24.7,10.3,47.5,0.0,1.5,2.9,50.0,0.023,0.017,0.3,0.004
17.0,22.6,11.5,32.1,0.0,1.4,2.8,110.0,0.023,0.019,0.3,0.004
17.8,23.7,11.3,43.9,0.0,1.4,3.5,160.0,0.025,0.023,0.3,0.004
18.1,23.2,15.4,75.5,12.5,1.1,3.1,290.0,0.017,0.029,0.4,0.004
17.3,23.3,13.6,57.1,6.5,2.5,5.0,290.0,0.028,0.021,0.3,0.005
18.3,23.7,11.2,47.4,0.0,2.2,5.4,200.0,0.031,0.03,0.4,0.005
19.7,26.2,13.8,47.4,0.0,1.8,4.5,290.0,0.029,0.043,0.5,0.006
21.8,29.6,14.0,50.1,0.0,1.4,4.0,270.0,0.037,0.046,0.6,0.005
20.3,24.7,17.3,47.4,0.0,1.7,4.1,290.0,0.034,0.029,0.5,0.006
22.3,29.1,16.2,49.8,0.0,1.6,4.3,320.0,0.028,0.039,0.5,0.005
21.4,25.9,19.1,69.3,1.0,1.8,4.4,320.0,0.029,0.024,0.3,0.005
20.2,24.7,15.8,69.8,0.0,1.9,4.4,290.0,0.028,0.025,0.4,0.005
20.9,27.6,14.2,58.9,0.0,1.9,3.6,320.0,0.031,0.028,0.4,0.005
23.8,30.2,17.5,50.4,0.0,1.9,4.3,290.0,0.027,0.045,0.5,0.005
23.4,30.1,17.6,44.5,0.0,2.0,4.5,290.0,0.03,0.038,0.4,0.006
24.0,30.8,16.9,39.4,0.0,1.6,4.2,270.0,0.034,0.032,0.4,0.005
22.6,27.5,18.9,50.1,0.0,1.9,4.4,270.0,0.025,0.039,0.4,0.007
23.7,29.2,17.7,52.5,0.0,1.7,4.0,290.0,0.034,0.028,0.4,0.006
23.0,27.9,18.4,62.9,0.0,2.0,4.0,290.0,0.029,0.029,0.4,0.006
22.2,29.4,17.8,69.3,0.0,2.0,4.1,320.0,0.023,0.035,0.4,0.005
21.9,27.0,18.5,68.0,0.0,2.1,3.7,320.0,0.025,0.023,0.4,0.005
23.7,30.1,18.9,60.6,0.5,1.4,3.5,160.0,0.026,0.024,0.4,0.004
21.3,24.9,18.3,59.9,0.5,1.4,2.9,110.0,0.024,0.013,0.3,0.004
20.2,23.9,18.0,67.3,5.0,1.4,4.3,340.0,0.016,0.021,0.3,0.004
21.3,27.1,16.6,65.5,0.0,1.7,4.7,320.0,0.019,0.02,0.3,0.004
22.0,27.0,18.3,64.0,0.0,1.5,5.1,320.0,0.025,0.025,0.4,0.004
21.6,25.1,18.8,74.9,29.0,1.1,3.7,290.0,0.021,0.023,0.4,0.004
21.7,27.0,17.2,60.8,16.5,1.4,2.7,110.0,0.023,0.017,0.3,0.004
22.5,28.7,16.3,56.4,0.0,1.4,2.8,270.0,0.031,0.021,0.3,0.005
22.8,27.5,18.9,66.9,0.0,1.3,3.9,320.0,0.035,0.028,0.4,0.005
24.8,30.8,19.9,54.9,0.0,1.5,4.0,320.0,0.033,0.034,0.4,0.005
22.4,27.2,19.1,61.3,0.0,1.8,3.6,270.0,0.023,0.035,0.4,0.007
22.7,28.4,19.1,68.1,0.0,2.3,4.2,270.0,0.034,0.019,0.3,0.005
23.7,28.7,19.4,60.1,0.0,2.2,4.4,320.0,0.032,0.023,0.4,0.005
25.0,32.0,18.2,45.1,0.0,1.8,4.3,320.0,0.031,0.042,0.5,0.006
24.5,28.9,20.9,50.6,0.0,2.0,4.4,290.0,0.04,0.029,0.4,0.007
25.2,32.1,20.1,62.8,0.0,1.9,3.7,270.0,0.055,0.015,0.4,0.006
27.1,32.9,21.3,57.1,0.0,1.2,3.2,320.0,0.052,0.036,0.5,0.006
22.3,26.9,20.2,88.3,71.5,2.4,5.7,200.0,0.029,0.029,0.5,0.006
22.3,25.5,19.1,81.9,1.0,2.0,4.5,230.0,0.035,0.02,0.5,0.005
23.3,27.3,20.6,85.1,26.5,1.1,4.3,200.0,0.021,0.025,0.4,0.005
24.7,29.1,21.9,78.5,6.5,1.5,3.2,290.0,0.035,0.026,0.5,0.005
24.4,27.9,21.6,83.8,14.5,0.9,5.1,200.0,0.02,0.033,0.5,0.005
21.9,22.8,21.0,94.6,83.5,0.8,2.3,270.0,0.013,0.019,0.3,0.005
22.6,25.3,20.6,95.4,59.5,0.7,2.9,160.0,0.016,0.027,0.4,0.005
27.4,32.6,22.5,74.4,0.1,0.8,2.6,50.0,0.01,0.019,0.3,0.005
27.3,31.8,24.0,69.6,0.0,1.7,3.9,290.0,0.02,0.021,0.4,0.005
25.3,29.0,23.4,72.8,0.5,1.2,3.0,320.0,0.015,0.018,0.3,0.005
23.9,27.1,21.5,57.8,0.0,1.8,3.4,50.0,0.016,0.012,0.2,0.004
23.7,29.2,19.5,51.4,0.0,1.6,2.3,50.0,0.022,0.013,0.2,0.004
23.3,28.1,17.7,51.5,0.0,1.5,2.8,140.0,0.028,0.012,0.2,0.004
20.8,24.2,20.1,82.3,14.0,1.1,1.8,90.0,0.007,0.018,0.3,0.004
23.7,26.5,20.4,87.8,16.5,0.7,1.6,50.0,0.005,0.026,0.4,0.004
26.8,29.5,24.4,82.9,3.0,1.3,3.9,250.0,0.008,0.021,0.4,0.005
26.6,28.2,25.1,82.4,1.0,1.5,3.6,290.0,0.008,0.018,0.3,0.005
27.3,30.9,24.7,74.8,0.0,1.8,3.4,320.0,0.011,0.02,0.3,0.005
27.9,31.9,24.6,69.6,0.0,1.9,4.2,200.0,0.015,0.015,0.2,0.005
28.3,33.2,24.5,69.6,0.0,1.6,3.7,290.0,0.02,0.016,0.3,0.005
28.7,34.0,24.0,64.3,0.0,1.7,3.6,320.0,0.017,0.024,0.3,0.006
28.1,32.1,23.9,66.5,0.0,1.7,4.1,270.0,0.016,0.023,0.3,0.006
28.2,33.2,23.7,64.8,0.0,1.6,4.1,320.0,0.016,0.026,0.3,0.006
28.7,34.1,23.2,64.1,0.0,1.6,3.2,290.0,0.02,0.025,0.3,0.005
29.5,34.7,24.6,62.6,0.0,1.5,3.3,320.0,0.026,0.034,0.4,0.006
30.6,36.9,24.9,53.6,0.0,1.5,3.6,270.0,0.037,0.035,0.4,0.007
31.8,38.0,25.3,49.6,0.0,1.4,3.7,290.0,0.04,0.023,0.3,0.006
31.7,35.7,29.2,53.8,0.0,1.8,4.0,320.0,0.026,0.022,0.3,0.006
31.4,36.8,27.2,59.5,0.0,1.6,4.0,290.0,0.04,0.031,0.4,0.005
30.1,34.1,27.7,66.3,0.0,2.4,3.8,180.0,0.022,0.018,0.3,0.005
30.1,33.7,27.3,68.8,0.0,1.5,3.4,270.0,0.023,0.024,0.3,0.005
30.9,35.4,27.2,69.3,0.0,1.9,3.7,270.0,0.029,0.026,0.4,0.005
29.5,35.2,28.0,77.1,7.5,1.2,3.6,270.0,0.018,0.033,0.5,0.005
31.3,36.7,26.4,52.4,0.0,1.2,2.9,360.0,0.021,0.013,0.3,0.004
31.7,36.9,26.2,50.9,0.0,1.2,2.4,50.0,0.019,0.016,0.3,0.004
32.6,38.3,27.8,50.5,0.0,1.5,3.6,320.0,0.031,0.023,0.3,0.005
33.6,39.6,27.8,55.5,0.0,1.7,4.0,270.0,0.037,0.028,0.4,0.004
33.7,37.9,30.3,54.4,0.0,1.6,3.2,320.0,0.047,0.029,0.4,0.005
33.1,37.9,30.0,55.3,0.0,1.9,4.2,320.0,0.043,0.029,0.5,0.005
31.1,34.9,28.0,60.6,0.0,2.4,4.6,290.0,0.029,0.017,0.3,0.005
30.0,33.9,27.2,71.8,2.0,2.6,4.9,270.0,0.025,0.011,0.3,0.004
30.5,35.3,28.3,71.6,6.5,1.6,4.4,290.0,0.024,0.025,0.4,0.005
30.5,35.9,26.8,63.4,0.0,1.5,3.7,290.0,0.024,0.023,0.4,0.005
31.0,35.3,27.6,64.8,0.0,2.1,4.6,290.0,0.02,0.019,0.3,0.005
28.8,32.5,27.1,76.3,2.0,1.5,4.2,340.0,0.015,0.026,0.4,0.005
30.7,36.8,25.7,60.9,0.0,1.4,3.6,320.0,0.02,0.021,0.3,0.006
31.0,36.0,26.4,55.8,0.0,1.5,3.3,180.0,0.024,0.017,0.3,0.005
30.6,35.3,27.2,61.3,5.0,1.5,3.7,180.0,0.027,0.015,0.3,0.005
30.5,34.4,26.7,68.6,1.0,1.4,3.2,320.0,0.022,0.023,0.3,0.006
31.7,37.2,27.7,58.3,0.0,1.3,4.0,320.0,0.022,0.028,0.3,0.006
31.7,38.0,28.3,59.5,1.0,1.2,5.8,320.0,0.029,0.019,0.3,0.005
29.9,35.6,24.1,51.0,0.0,1.7,3.0,110.0,0.019,0.016,0.3,0.005
27.2,33.8,21.7,39.8,0.0,1.8,3.5,160.0,0.021,0.019,0.3,0.004
26.7,32.1,21.5,44.6,0.0,1.4,3.8,160.0,0.028,0.02,0.3,0.004
28.2,34.4,23.0,50.6,0.0,1.2,3.3,270.0,0.036,0.021,0.3,0.004
29.1,33.3,25.1,55.6,0.0,2.0,5.1,180.0,0.032,0.028,0.4,0.005
26.6,31.0,23.4,71.4,5.0,2.5,7.1,180.0,0.025,0.022,0.3,0.005
30.7,37.6,23.4,54.1,0.0,1.1,3.2,140.0,0.022,0.026,0.3,0.005
29.4,32.2,25.7,59.1,3.0,1.7,2.8,20.0,0.01,0.015,0.3,0.005
24.4,26.3,23.2,86.3,7.5,2.5,4.2,250.0,0.015,0.016,0.3,0.004
25.2,29.3,22.7,68.0,0.0,2.6,5.3,200.0,0.031,0.015,0.3,0.004
23.2,29.0,20.3,70.0,2.0,1.2,3.8,180.0,0.022,0.02,0.3,0.005
22.7,24.9,20.2,91.0,19.5,0.8,2.1,70.0,0.012,0.025,0.4,0.005
23.7,26.1,22.5,92.4,96.5,0.9,3.7,360.0,0.005,0.021,0.4,0.006
25.2,27.4,22.7,86.0,42.0,2.4,4.5,230.0,0.006,0.018,0.3,0.005
25.3,28.2,23.9,80.9,9.5,1.8,3.7,290.0,0.022,0.021,0.4,0.005
25.6,30.3,22.8,67.4,0.1,1.6,3.7,290.0,0.022,0.03,0.5,0.005
25.5,30.9,20.8,59.4,0.0,1.3,2.3,70.0,0.016,0.023,0.4,0.004
25.1,29.6,20.1,55.8,0.0,1.5,2.8,140.0,0.025,0.014,0.3,0.004
23.3,25.8,21.4,85.3,34.5,1.0,5.5,290.0,0.014,0.025,0.4,0.004
23.2,27.8,20.0,69.4,0.0,2.2,5.2,270.0,0.022,0.02,0.4,0.004
24.0,28.5,19.6,63.5,0.0,2.5,5.7,270.0,0.03,0.023,0.4,0.005
24.1,28.2,20.9,69.9,1.0,2.0,5.0,200.0,0.03,0.027,0.5,0.006
22.0,25.5,19.1,54.6,0.5,2.5,4.3,290.0,0.031,0.019,0.4,0.005
21.7,27.7,15.9,48.8,0.0,1.7,3.9,340.0,0.02,0.025,0.4,0.005
22.2,28.9,15.6,49.0,0.0,1.2,2.8,160.0,0.022,0.021,0.3,0.005
22.9,28.4,18.6,49.5,0.0,1.6,2.7,70.0,0.02,0.02,0.3,0.005
21.6,26.1,16.8,48.1,0.0,1.5,2.4,70.0,0.017,0.022,0.3,0.004
22.8,28.2,16.8,52.0,0.0,1.4,3.2,180.0,0.022,0.024,0.3,0.004
23.5,28.3,20.3,63.5,0.0,1.2,2.4,160.0,0.012,0.029,0.3,0.005
23.5,26.8,20.3,66.9,0.5,1.3,2.6,140.0,0.009,0.029,0.4,0.005
23.3,26.0,21.0,76.0,0.2,1.0,2.4,270.0,0.01,0.028,0.3,0.004
22.2,23.9,21.0,83.6,2.0,1.7,3.7,270.0,0.022,0.021,0.5,0.005
22.3,27.7,18.5,64.3,0.1,1.9,3.8,320.0,0.025,0.024,0.4,0.005
22.0,26.5,17.7,59.8,0.0,1.2,3.4,270.0,0.016,0.04,0.5,0.005
22.1,26.6,18.9,59.1,0.2,1.0,2.9,230.0,0.015,0.04,0.5,0.006
19.0,20.1,17.8,82.4,5.0,1.8,2.9,90.0,0.018,0.025,0.4,0.006
19.4,21.9,17.6,85.8,18.0,1.3,2.3,90.0,0.014,0.027,0.3,0.006
20.8,25.5,17.2,62.3,6.5,1.8,5.3,270.0,0.023,0.027,0.4,0.005
19.4,25.3,15.6,52.9,0.0,1.6,4.3,270.0,0.024,0.021,0.4,0.005
17.6,22.1,14.2,48.3,0.0,2.1,4.4,320.0,0.025,0.013,0.3,0.005
17.8,24.3,10.8,48.0,0.0,1.1,2.2,90.0,0.019,0.015,0.3,0.005
19.4,24.8,16.2,47.9,0.0,1.7,2.7,70.0,0.023,0.012,0.3,0.005
18.9,25.0,13.2,47.6,0.0,1.3,2.4,50.0,0.018,0.022,0.3,0.004
17.5,22.2,14.3,58.1,0.0,1.2,2.1,70.0,0.009,0.031,0.3,0.005
20.2,27.0,14.6,55.5,0.0,1.0,2.4,50.0,0.011,0.03,0.3,0.005
17.6,21.6,14.0,52.5,0.0,2.3,5.5,270.0,0.021,0.018,0.3,0.005
15.4,19.7,13.0,55.1,0.0,2.9,6.1,270.0,0.022,0.016,0.3,0.005
15.9,22.0,10.3,61.4,0.0,1.6,4.1,270.0,0.017,0.029,0.4,0.005
17.3,24.2,11.2,58.0,0.0,1.3,4.0,270.0,0.014,0.035,0.4,0.005
19.3,25.6,13.0,56.5,0.0,1.3,2.4,70.0,0.014,0.03,0.4,0.005
16.9,19.0,15.7,84.1,36.5,1.7,3.2,70.0,0.018,0.022,0.3,0.005
18.0,21.7,16.3,84.0,55.5,2.2,5.3,320.0,0.021,0.02,0.4,0.005
16.4,21.1,12.3,53.5,0.0,1.7,3.6,270.0,0.019,0.023,0.4,0.005
14.8,20.9,9.2,47.0,0.0,1.1,2.7,320.0,0.014,0.035,0.4,0.005
15.3,19.8,10.7,52.5,0.0,1.1,2.7,140.0,0.008,0.033,0.4,0.005
12.0,16.7,7.9,61.0,7.0,2.5,4.7,290.0,0.021,0.017,0.3,0.005
9.7,13.9,6.1,51.0,0.0,2.1,5.6,320.0,0.017,0.021,0.3,0.005
10.9,17.4,5.2,54.0,0.0,1.3,3.2,180.0,0.01,0.033,0.4,0.005
12.5,19.8,6.1,54.0,0.0,1.0,2.9,200.0,0.009,0.042,0.5,0.005
13.2,20.3,6.8,60.0,0.0,1.5,3.1,270.0,0.02,0.031,0.4,0.005
15.2,21.0,10.9,69.9,0.0,1.4,3.5,270.0,0.022,0.039,0.6,0.005
14.5,20.3,9.9,55.9,0.0,1.3,3.0,290.0,0.013,0.042,0.6,0.006
12.4,18.6,8.4,53.3,0.0,1.3,3.6,290.0,0.012,0.039,0.5,0.005
12.7,19.0,7.5,59.5,0.0,1.1,2.7,70.0,0.008,0.031,0.4,0.005
13.1,20.4,7.2,54.3,0.0,1.4,3.8,290.0,0.013,0.033,0.4,0.005
13.4,21.4,6.9,53.9,0.0,1.2,3.0,270.0,0.01,0.044,0.5,0.005
13.4,21.1,7.2,49.5,0.0,1.1,2.9,290.0,0.016,0.041,0.5,0.005
14.0,20.6,8.8,50.0,0.0,1.0,2.6,200.0,0.01,0.056,0.6,0.006
12.2,16.9,9.8,75.1,5.0,1.1,5.0,360.0,0.011,0.046,0.6,0.006
12.5,18.7,7.6,66.0,0.0,1.3,3.4,290.0,0.011,0.039,0.5,0.006
13.8,21.2,7.0,55.5,0.0,0.9,1.6,50.0,0.006,0.048,0.5,0.005
12.2,14.7,9.9,74.1,11.0,1.6,5.4,290.0,0.009,0.043,0.4,0.005
8.7,11.6,6.2,49.6,0.0,3.2,5.8,270.0,0.02,0.017,0.3,0.005
8.3,13.5,5.2,77.1,5.5,1.5,5.9,290.0,0.013,0.027,0.4,0.005
7.2,11.7,3.4,57.3,0.0,2.0,5.3,290.0,0.014,0.025,0.4,0.005
6.1,11.6,0.7,51.3,0.0,1.6,3.5,270.0,0.013,0.023,0.3,0.005
7.4,12.6,3.0,55.4,0.0,1.6,4.1,270.0,0.014,0.027,0.4,0.005
8.4,15.2,2.5,53.4,0.0,1.3,3.6,320.0,0.007,0.046,0.6,0.006
10.6,19.0,4.0,54.9,0.0,1.1,2.5,270.0,0.006,0.053,0.6,0.006
11.2,19.1,5.0,56.0,0.0,1.3,4.0,290.0,0.008,0.058,0.7,0.006
11.6,19.4,5.3,55.0,0.0,1.3,3.4,290.0,0.014,0.044,0.6,0.006
11.9,18.3,6.6,65.5,0.0,1.1,2.3,200.0,0.007,0.055,0.7,0.006
12.2,17.5,8.0,70.5,0.0,0.9,2.6,200.0,0.003,0.067,0.9,0.007
12.8,15.7,10.3,79.5,2.0,1.1,2.8,320.0,0.005,0.044,0.6,0.006
11.8,14.7,10.5,93.8,64.0,1.8,5.0,270.0,0.01,0.028,0.4,0.005
12.1,15.4,9.5,69.0,1.0,3.1,5.6,270.0,0.024,0.022,0.5,0.006
11.9,17.1,8.8,69.1,0.0,1.4,3.3,270.0,0.016,0.037,0.6,0.006
8.1,10.9,5.4,67.6,0.0,1.1,3.7,320.0,0.008,0.037,0.6,0.006
8.1,15.1,3.1,52.3,0.0,1.2,3.3,340.0,0.01,0.04,0.5,0.006
8.8,15.4,4.1,51.6,0.0,1.1,3.0,290.0,0.008,0.044,0.6,0.006
9.8,16.6,4.8,55.5,0.0,1.1,3.1,320.0,0.008,0.044,0.5,0.005
9.7,16.2,4.7,55.4,0.0,1.0,2.4,180.0,0.004,0.054,0.6,0.005
8.8,14.5,4.2,65.1,0.0,1.7,4.0,290.0,0.01,0.043,0.7,0.006
4.9,11.4,0.6,50.8,0.0,1.4,3.7,270.0,0.009,0.035,0.5,0.006
6.1,10.7,1.9,48.8,0.0,1.1,3.1,290.0,0.009,0.036,0.6,0.006
6.5,11.3,3.3,50.4,0.0,1.4,4.4,320.0,0.009,0.041,0.7,0.006
6.5,12.7,0.0,39.9,0.2,1.8,4.2,200.0,0.009,0.044,0.5,0.006
5.8,8.2,3.1,57.1,1.0,1.2,4.5,320.0,0.008,0.042,0.5,0.006
2.3,7.1,-1.3,35.0,0.0,2.4,5.6,270.0,0.018,0.023,0.4,0.005
1.9,7.6,-3.1,29.6,0.0,1.4,3.7,340.0,0.01,0.034,0.5,0.005
2.6,3.8,0.3,71.1,10.9,1.8,3.3,140.0,0.005,0.036,0.5,0.005
4.8,9.8,1.3,77.8,0.0,1.0,1.9,270.0,0.003,0.036,0.7,0.005
6.3,13.6,1.6,70.1,0.0,1.0,1.9,70.0,0.004,0.037,0.7,0.005
7.1,12.5,3.1,65.0,0.0,1.5,3.7,340.0,0.005,0.036,0.8,0.006
5.0,11.1,2.1,27.1,0.0,1.6,3.7,270.0,0.011,0.031,0.5,0.006
3.5,6.7,0.6,41.4,0.0,1.3,3.3,320.0,0.003,0.04,0.6,0.006
2.7,8.0,-1.5,46.1,0.0,1.4,3.3,320.0,0.006,0.04,0.6,0.006
5.5,12.4,0.8,42.3,0.0,1.0,2.5,200.0,0.005,0.045,0.7,0.006
8.2,11.8,2.8,50.1,0.0,1.3,2.2,90.0,0.004,0.037,0.6,0.006
11.5,13.5,9.3,87.4,9.5,1.4,3.2,270.0,0.005,0.037,0.8,0.006
6.7,11.8,-0.3,74.9,5.0,2.7,5.6,340.0,0.01,0.023,0.6,0.006
0.0,3.4,-4.3,39.5,0.0,1.5,4.0,290.0,0.009,0.027,0.5,0.005
2.4,6.8,-1.0,50.5,0.0,2.3,5.7,290.0,0.009,0.028,0.5,0.005
